1,1,-180,-90,-170,-80
1,2,-170,-90,-160,-80
1,3,-160,-90,-150,-80
1,4,-150,-90,-140,-80
1,5,-140,-90,-130,-80
1,6,-130,-90,-120,-80
1,7,-120,-90,-110,-80
1,8,-110,-90,-100,-80
1,9,-100,-90,-90,-80
1,10,-90,-90,-80,-80
1,11,-80,-90,-70,-80
1,12,-70,-90,-60,-80
1,13,-60,-90,-50,-80
1,14,-50,-90,-40,-80
1,15,-40,-90,-30,-80
1,16,-30,-90,-20,-80
1,17,-20,-90,-10,-80
1,18,-10,-90,0,-80
1,19,0,-90,10,-80
1,20,10,-90,20,-80
1,21,20,-90,30,-80
1,22,30,-90,40,-80
1,23,40,-90,50,-80
1,24,50,-90,60,-80
1,25,60,-90,70,-80
1,26,70,-90,80,-80
1,27,80,-90,90,-80
1,28,90,-90,100,-80
1,29,100,-90,110,-80
1,30,110,-90,120,-80
1,31,120,-90,130,-80
1,32,130,-90,140,-80
1,33,140,-90,150,-80
1,34,150,-90,160,-80
1,35,160,-90,170,-80
1,36,170,-90,180,-80
2,2,-170,-80,-160,-70
2,3,-160,-80,-150,-70
2,4,-150,-80,-140,-70
2,5,-140,-80,-130,-70
2,6,-130,-80,-120,-70
2,7,-120,-80,-110,-70
2,8,-110,-80,-100,-70
2,9,-100,-80,-90,-70
2,10,-90,-80,-80,-70
2,11,-80,-80,-70,-70
2,12,-70,-80,-60,-70
2,13,-60,-80,-50,-70
2,14,-50,-80,-40,-70
2,15,-40,-80,-30,-70
2,16,-30,-80,-20,-70
2,17,-20,-80,-10,-70
2,18,-10,-80,0,-70
2,19,0,-80,10,-70
2,20,10,-80,20,-70
2,21,20,-80,30,-70
2,22,30,-80,40,-70
2,23,40,-80,50,-70
2,24,50,-80,60,-70
2,25,60,-80,70,-70
2,26,70,-80,80,-70
2,27,80,-80,90,-70
2,28,90,-80,100,-70
2,29,100,-80,110,-70
2,30,110,-80,120,-70
2,31,120,-80,130,-70
2,32,130,-80,140,-70
2,33,140,-80,150,-70
2,34,150,-80,160,-70
2,35,160,-80,170,-70
2,36,170,-80,180,-70
3,11,-80,-70,-70,-60
3,12,-70,-70,-60,-60
3,13,-60,-70,-50,-60
3,14,-50,-70,-40,-60
3,20,10,-70,20,-60
3,21,20,-70,30,-60
3,22,30,-70,40,-60
3,23,40,-70,50,-60
3,24,50,-70,60,-60
3,25,60,-70,70,-60
3,26,70,-70,80,-60
3,27,80,-70,90,-60
3,28,90,-70,100,-60
3,29,100,-70,110,-60
3,30,110,-70,120,-60
3,31,120,-70,130,-60
3,32,130,-70,140,-60
3,33,140,-70,150,-60
3,34,150,-70,160,-60
3,35,160,-70,170,-60
4,11,-80,-60,-70,-50
4,12,-70,-60,-60,-50
4,13,-60,-60,-50,-50
4,14,-50,-60,-40,-50
4,15,-40,-60,-30,-50
4,16,-30,-60,-20,-50
4,19,0,-60,10,-50
4,25,60,-60,70,-50
4,26,70,-60,80,-50
4,34,150,-60,160,-50
4,35,160,-60,170,-50
4,36,170,-60,180,-50
5,1,-180,-50,-170,-40
5,11,-80,-50,-70,-40
5,12,-70,-50,-60,-40
5,17,-20,-50,-10,-40
5,18,-10,-50,0,-40
5,24,50,-50,60,-40
5,25,60,-50,70,-40
5,26,70,-50,80,-40
5,33,140,-50,150,-40
5,35,160,-50,170,-40
5,36,170,-50,180,-40
6,1,-180,-40,-170,-30
6,10,-90,-40,-80,-30
6,11,-80,-40,-70,-30
6,12,-70,-40,-60,-30
6,13,-60,-40,-50,-30
6,17,-20,-40,-10,-30
6,20,10,-40,20,-30
6,21,20,-40,30,-30
6,22,30,-40,40,-30
6,26,70,-40,80,-30
6,30,110,-40,120,-30
6,31,120,-40,130,-30
6,32,130,-40,140,-30
6,33,140,-40,150,-30
6,34,150,-40,160,-30
6,36,170,-40,180,-30
7,1,-180,-30,-170,-20
7,3,-160,-30,-150,-20
7,4,-150,-30,-140,-20
7,5,-140,-30,-130,-20
7,6,-130,-30,-120,-20
7,8,-110,-30,-100,-20
7,10,-90,-30,-80,-20
7,11,-80,-30,-70,-20
7,12,-70,-30,-60,-20
7,13,-60,-30,-50,-20
7,14,-50,-30,-40,-20
7,16,-30,-30,-20,-20
7,20,10,-30,20,-20
7,21,20,-30,30,-20
7,22,30,-30,40,-20
7,23,40,-30,50,-20
7,24,50,-30,60,-20
7,30,110,-30,120,-20
7,31,120,-30,130,-20
7,32,130,-30,140,-20
7,33,140,-30,150,-20
7,34,150,-30,160,-20
7,35,160,-30,170,-20
7,36,170,-30,180,-20
8,1,-180,-20,-170,-10
8,2,-170,-20,-160,-10
8,3,-160,-20,-150,-10
8,4,-150,-20,-140,-10
8,5,-140,-20,-130,-10
8,11,-80,-20,-70,-10
8,12,-70,-20,-60,-10
8,13,-60,-20,-50,-10
8,14,-50,-20,-40,-10
8,15,-40,-20,-30,-10
8,18,-10,-20,0,-10
8,20,10,-20,20,-10
8,21,20,-20,30,-10
8,22,30,-20,40,-10
8,23,40,-20,50,-10
8,24,50,-20,60,-10
8,25,60,-20,70,-10
8,28,90,-20,100,-10
8,29,100,-20,110,-10
8,30,110,-20,120,-10
8,31,120,-20,130,-10
8,32,130,-20,140,-10
8,33,140,-20,150,-10
8,34,150,-20,160,-10
8,35,160,-20,170,-10
8,36,170,-20,180,-10
9,1,-180,-10,-170,0
9,2,-170,-10,-160,0
9,3,-160,-10,-150,0
9,4,-150,-10,-140,0
9,5,-140,-10,-130,0
9,9,-100,-10,-90,0
9,10,-90,-10,-80,0
9,11,-80,-10,-70,0
9,12,-70,-10,-60,0
9,13,-60,-10,-50,0
9,14,-50,-10,-40,0
9,15,-40,-10,-30,0
9,17,-20,-10,-10,0
9,19,0,-10,10,0
9,20,10,-10,20,0
9,21,20,-10,30,0
9,22,30,-10,40,0
9,23,40,-10,50,0
9,24,50,-10,60,0
9,26,70,-10,80,0
9,28,90,-10,100,0
9,29,100,-10,110,0
9,30,110,-10,120,0
9,31,120,-10,130,0
9,32,130,-10,140,0
9,33,140,-10,150,0
9,34,150,-10,160,0
9,35,160,-10,170,0
9,36,170,-10,180,0
10,1,-180,0,-170,10
10,2,-170,0,-160,10
10,3,-160,0,-150,10
10,9,-100,0,-90,10
10,10,-90,0,-80,10
10,11,-80,0,-70,10
10,12,-70,0,-60,10
10,13,-60,0,-50,10
10,14,-50,0,-40,10
10,17,-20,0,-10,10
10,18,-10,0,0,10
10,19,0,0,10,10
10,20,10,0,20,10
10,21,20,0,30,10
10,22,30,0,40,10
10,23,40,0,50,10
10,24,50,0,60,10
10,26,70,0,80,10
10,27,80,0,90,10
10,28,90,0,100,10
10,29,100,0,110,10
10,30,110,0,120,10
10,31,120,0,130,10
10,32,130,0,140,10
10,33,140,0,150,10
10,34,150,0,160,10
10,35,160,0,170,10
10,36,170,0,180,10
11,2,-170,10,-160,20
11,3,-160,10,-150,20
11,7,-120,10,-110,20
11,8,-110,10,-100,20
11,9,-100,10,-90,20
11,10,-90,10,-80,20
11,11,-80,10,-70,20
11,12,-70,10,-60,20
11,13,-60,10,-50,20
11,16,-30,10,-20,20
11,17,-20,10,-10,20
11,18,-10,10,0,20
11,19,0,10,10,20
11,20,10,10,20,20
11,21,20,10,30,20
11,22,30,10,40,20
11,23,40,10,50,20
