11,24,50,10,60,20
11,26,70,10,80,20
11,27,80,10,90,20
11,28,90,10,100,20
11,29,100,10,110,20
11,30,110,10,120,20
11,31,120,10,130,20
11,32,130,10,140,20
11,33,140,10,150,20
11,35,160,10,170,20
11,36,170,10,180,20
12,1,-180,20,-170,30
12,2,-170,20,-160,30
12,3,-160,20,-150,30
12,7,-120,20,-110,30
12,8,-110,20,-100,30
12,9,-100,20,-90,30
12,10,-90,20,-80,30
12,11,-80,20,-70,30
12,17,-20,20,-10,30
12,18,-10,20,0,30
12,19,0,20,10,30
12,20,10,20,20,30
12,21,20,20,30,30
12,22,30,20,40,30
12,23,40,20,50,30
12,24,50,20,60,30
12,25,60,20,70,30
12,26,70,20,80,30
12,27,80,20,90,30
12,28,90,20,100,30
12,29,100,20,110,30
12,30,110,20,120,30
12,31,120,20,130,30
12,32,130,20,140,30
12,33,140,20,150,30
12,34,150,20,160,30
13,6,-130,30,-120,40
13,7,-120,30,-110,40
13,8,-110,30,-100,40
13,9,-100,30,-90,40
13,10,-90,30,-80,40
13,11,-80,30,-70,40
13,12,-70,30,-60,40
13,15,-40,30,-30,40
13,16,-30,30,-20,40
13,17,-20,30,-10,40
13,18,-10,30,0,40
13,19,0,30,10,40
13,20,10,30,20,40
13,21,20,30,30,40
13,22,30,30,40,40
13,23,40,30,50,40
13,24,50,30,60,40
13,25,60,30,70,40
13,26,70,30,80,40
13,27,80,30,90,40
13,28,90,30,100,40
13,29,100,30,110,40
13,30,110,30,120,40
13,31,120,30,130,40
13,32,130,30,140,40
13,33,140,30,150,40
14,6,-130,40,-120,50
14,7,-120,40,-110,50
14,8,-110,40,-100,50
14,9,-100,40,-90,50
14,10,-90,40,-80,50
14,11,-80,40,-70,50
14,12,-70,40,-60,50
14,13,-60,40,-50,50
14,18,-10,40,0,50
14,19,0,40,10,50
14,20,10,40,20,50
14,21,20,40,30,50
14,22,30,40,40,50
14,23,40,40,50,50
14,24,50,40,60,50
14,25,60,40,70,50
14,26,70,40,80,50
14,27,80,40,90,50
14,28,90,40,100,50
14,29,100,40,110,50
14,30,110,40,120,50
14,31,120,40,130,50
14,32,130,40,140,50
14,33,140,40,150,50
14,34,150,40,160,50
15,1,-180,50,-170,60
15,2,-170,50,-160,60
15,3,-160,50,-150,60
15,4,-150,50,-140,60
15,5,-140,50,-130,60
15,6,-130,50,-120,60
15,7,-120,50,-110,60
15,8,-110,50,-100,60
15,9,-100,50,-90,60
15,10,-90,50,-80,60
15,11,-80,50,-70,60
15,12,-70,50,-60,60
15,13,-60,50,-50,60
15,14,-50,50,-40,60
15,17,-20,50,-10,60
15,18,-10,50,0,60
15,19,0,50,10,60
15,20,10,50,20,60
15,21,20,50,30,60
15,22,30,50,40,60
15,23,40,50,50,60
15,24,50,50,60,60
15,25,60,50,70,60
15,26,70,50,80,60
15,27,80,50,90,60
15,28,90,50,100,60
15,29,100,50,110,60
15,30,110,50,120,60
15,31,120,50,130,60
15,32,130,50,140,60
15,33,140,50,150,60
15,34,150,50,160,60
15,35,160,50,170,60
15,36,170,50,180,60
16,1,-180,60,-170,70
16,2,-170,60,-160,70
16,3,-160,60,-150,70
16,4,-150,60,-140,70
16,5,-140,60,-130,70
16,6,-130,60,-120,70
16,7,-120,60,-110,70
16,8,-110,60,-100,70
16,9,-100,60,-90,70
16,10,-90,60,-80,70
16,11,-80,60,-70,70
16,12,-70,60,-60,70
16,13,-60,60,-50,70
16,14,-50,60,-40,70
16,15,-40,60,-30,70
16,16,-30,60,-20,70
16,17,-20,60,-10,70
16,18,-10,60,0,70
16,19,0,60,10,70
16,20,10,60,20,70
16,21,20,60,30,70
16,22,30,60,40,70
16,23,40,60,50,70
16,24,50,60,60,70
16,25,60,60,70,70
16,26,70,60,80,70
16,27,80,60,90,70
16,28,90,60,100,70
16,29,100,60,110,70
16,30,110,60,120,70
16,31,120,60,130,70
16,32,130,60,140,70
16,33,140,60,150,70
16,34,150,60,160,70
16,35,160,60,170,70
16,36,170,60,180,70
17,1,-180,70,-170,80
17,2,-170,70,-160,80
17,3,-160,70,-150,80
17,4,-150,70,-140,80
17,5,-140,70,-130,80
17,6,-130,70,-120,80
17,7,-120,70,-110,80
17,8,-110,70,-100,80
17,9,-100,70,-90,80
17,10,-90,70,-80,80
17,11,-80,70,-70,80
17,12,-70,70,-60,80
17,13,-60,70,-50,80
17,14,-50,70,-40,80
17,15,-40,70,-30,80
17,16,-30,70,-20,80
17,17,-20,70,-10,80
17,18,-10,70,0,80
17,20,10,70,20,80
17,21,20,70,30,80
17,22,30,70,40,80
17,23,40,70,50,80
17,24,50,70,60,80
17,25,60,70,70,80
17,26,70,70,80,80
17,27,80,70,90,80
17,28,90,70,100,80
17,29,100,70,110,80
17,30,110,70,120,80
17,31,120,70,130,80
17,32,130,70,140,80
17,33,140,70,150,80
17,34,150,70,160,80
17,35,160,70,170,80
17,36,170,70,180,80
18,8,-110,80,-100,90
18,9,-100,80,-90,90
18,10,-90,80,-80,90
18,11,-80,80,-70,90
18,12,-70,80,-60,90
18,13,-60,80,-50,90
18,14,-50,80,-40,90
18,15,-40,80,-30,90
18,16,-30,80,-20,90
18,17,-20,80,-10,90
18,18,-10,80,0,90
18,20,10,80,20,90
18,21,20,80,30,90
18,22,30,80,40,90
18,23,40,80,50,90
18,24,50,80,60,90
18,25,60,80,70,90
18,26,70,80,80,90
18,27,80,80,90,90
18,28,90,80,100,90
